date,review,rating,isEdited,userName,title,app
2020-11-01 07:16:41,of all the social media platforms i use this the most and really enjoy checking it throughout the day sadly the latest update has made some really counter intuitive changes the three main buttons add content likes and messages are now bunched up in the top right corner in order to make lots of room at the bottom for reels and a shopping button i assume these two buttons have been given all this extra space as a way of promo it feels like they are trying to make the app have too many functions and buttons a cluttered interface a bit like facebook oh dear there is no longer any satisfaction in seeing the likes you receive for your posts as they either don t show up in an icon to notify you when you check the app when you do check you can no longer see individual user s likes in chronological order they are now grouped up i don t know why surely this works against the entire point of the app i discover other people this way and use it to see who regular interacts with my posts i m completely stumped as to why that would be changed a total own goal that gives the impression that the app is losing popularity and was in need of drastic change i hope they undo these changes or at least modify them more in line with what made the app popular ,1,False,BenjiNewman,Not sure why the developers want to sabotage their own app,Instagram
2018-08-14 09:33:38,one day some genius at instagram thought well it ain t broke so let s completely mess up a great app that was working perfectly for everyone and since i have changed phones and have had to re login to instagram i have been subject to the doom of the non chronological feed why on earth would i want to see things posted from 3 days ago at the top of my feed this update is horrendous non sensical and goes completely against the logical way to use the app people want to see things happening in the now not the before if the people at instagram hq have any sense they will listen to their customers small businesses and the like who use the app not only for their personal stuff but for their livelihood and give us back our chronological feeds update original point about having a non chronological feed still stand however i m experiencing a really annoying bug when i want to follow back someone who started following me as soon as i press the button i m met with an action blocked message every time i constantly report the problem but i never see that anything gets done about it it s incredibly frustrating because i have to try multiple times for my follow to not get the error message and actually follow someone successfully please fix ,3,False,Ubersupersam,An Insta-hot-mess of an app,Instagram
2020-11-18 17:40:54,instagram is rabidly declining and a majority of users agree with influencers through to casual users all being unhappy with the algorithm the new shopping tab and unholy amounts of advertising instagram was designed as a photo sharing creative space and platform no where s the creativity where s the ability to post whenever or whatever you want without being suppressed by the algorithm or having posts removed because it violence community guidelines which are not representative of the users of its platform the new shopping update clearly shows instagrams focus of money but as someone who works with vulnerable people i think the consideration of the fact pushing easy shopping into people s face is can not only be financially detrimental to some but also detrimental to those who are already feeling the pressures of society and social media needing to buy things to keep up with latest trends etc and of all time during a global pandemic where people are losing their jobs and livelihoods left right and centre read the room instagram ,5,False,ellaarees,Instagram: a priority of money over purpose,Instagram
2021-11-28 18:46:13,do not use two factor authentication i have lost access to my account because instagram support is useless and keep sending the same automated reply asking for more information when i literally sent them an entire paragraph of personal information about the account like the phone numbers used to make the account the device i used when it was made the email etc i ve told them i don t have access to the email i used to create the account because it s seven years old and not one i ve ever used the email i am messaging them on has literally been on the account for about 6 years they refuse to help me and because this account doesn t have personal photos of me i can t prove my identity this way the only reason i ve lost access is because my phone broke really suddenly so i can t get onto the authentication app this account is seven years old and they expect me to know every single tiny bit of information i will no longer use 2fa authentication which obviously makes my account vulnerable but i m not prepared to lose any more accounts because instagram cannot sort this issue out if you look online you will see i m not the only person to lose accounts because of 2 factor authentication and instagram refusing to help them i will now probably have to lose an account i ve had for seven years ,1,False,Ellie34067,Two factor authentication,Instagram
2021-10-19 15:52:24,let s say that i have loved instagram for a number of years i have over 30k followers on my account i have seen the app get worse and worse over the last few years the constant instagram downs leading to a change in the algorithm which basically leads to a reduction in the reach of your post facebook got charged with conducting social experiments on its users a while back so the people that manage this app are not adverse to messing with the psychological states of its users in order to pressure them to pay or promote their posts in order to reach the same amounts of people as they did before shame on you whilst allowing all sorts of shameful posts promotion of guns smoking weapons drinking they will do their best to take down posts that they deem to be against community guidelines usually under the line of adult solicitation if you show a model in a boudoir shoot or sometimes i am not even sure why there is someone that sits there and decides what is acceptable in society and i think it is extremely worrying to have people in this position especially considering what they do allow is this site being run by religious fundamentalists i d seriously consider going to another platform if you haven t already downloaded this app that would do you a huge favour and save you being exposed to this awful app ,1,False,Mind Carnival,Terrible service.,Instagram
2021-03-14 19:46:07,i was an instagram addict absolutely loved it and couldn t ever imagine having to survive without it until it became the source for all my troubles i wouldn t blame the app itself but more so the users and the people are what make the app i had a massive falling out with my friends and instagram was their little hub for bullying me i fell into severe depression and permanently deleted my account on october of 2019 since then and especially with the pandemic happening later on i had to survive without any communication and my mental health deteriorated due to the bullying i faced on this app i contemplated on making a new account and redownloading the app and did so due to the severe loneliness i was feeling due to the pandemic but without friends the app in my eyes was pretty much useless and i ended up deleting it again essentially instagram gives people more leverage in hurting others because they are behind a screen as with many social media apps and sites and that is a big problem in today s society i and i m sure many would agree with me hope that people can become kinder and more considerate to each other because i ve also seen obnoxious behaviour being normalised and encouraged especially with the rise of social media you never know if your actions could completely harm and crush another person for life so please think before you do anything ,1,False,xcmimi_mo,used to love it...,Instagram
2020-11-22 01:56:34,i really really dislike the new update and it s honestly making me consider deleting instagram this not something i d say lightly as i have 3 separate instagram accounts and have had the app since 2012 the main issue is that the features that everyone tends to use the most have been crammed into a hard to find corner the likes comments follow requests section and the add new post button need to go back on the easy to access bar at the bottom of the screen it is ridiculous that an app made for sharing photos should replace an add photo button with an endless stream of random videos reels just because developers feel like they need to compete with apps like tiktok the shopping section is just as unnecessary to have on the bar at the bottom as this feature is going to be used far far less than the add new post button the likes comments follow requests section or even the direct messages section because as i ve said instagram is an app used for sharing photos instagram is at serious risk of being just as complicated difficult to navigate and overcrowded as facebook instagram s simplicity and singular purpose photo sharing was what attracted people to the app in the first place please please please fix this asap i want to enjoy using instagram again ,2,False,megs1464,Awful New Update,Instagram
2017-12-03 23:51:49,would just like to say one of the very few things i can fault about ig is the algorithm at the very least please have it as an option where you can choose to have it in the actual order the posts are or in the current algorithm it s very very annoying and i believe the whole idea is ridiculous considering the vast majority of instagram users follow individual accounts because they want to see what they post and not always what you would consider the most popular account s posts it s frustrating seeing posts from friends pop up on my newsfeed that are only being shown to me now despite being posted 4 days ago no sense to it it makes it hard to keep up with people especially if they post frequently and all their posts come up in a random order on my timeline if at all also often instagram shows me many posts in my timeline which i have already seen and even liked and commented on already so it makes it hard to know when i ve finished looking through my feed because i don t know whether to stop on posts i ve already seen because i know that posts after i may not have seen because if this stupid algorithm please fix i know you would make so so many users happy if you did thank you,3,False,IMPORTANT SNAPCHAT👆,ALGORITHM!😞,Instagram
2019-12-29 11:34:16,i have been using instagram for years now and it has been great however i have one main concern it s unfair that we are not able to delete a single picture from a carousel upload but will have to delete the entire post containing all the pictures instagram should consider giving its audience the ability to delete a single picture from multi pictures we upload in one post sometimes we can have a change of mind about a particular picture or just a mere mistake but the fact that we can t take that particular picture down but the entire post is extremely appalling considering how big instagram is you have us the option to upload more than one picture therefore we should be given the option to delete a picture we don t want to show on profile anymore without having to take down the entire post instagram should do better i look forward you this feature or at least if we can t delete give us the option to archive that particular picture from the carousel of pictures we don t want to show on profile rather than archiving the entire post as well ,4,False,___klaudz,Ability to delete a single picture for multi upload,Instagram
2019-10-09 23:39:06,recently instagram has removed one of it s features that allows you to browse through what people like comment who they follow etc i d recommend that if instagram has chosen to remove the feature of browsing through what people have liked etc why can it be created into a option to have within the app so for people who wish to still have it they can turn it on within the app for people who don t want need it they can turn it off within the app that way it is equal for the people who still enjoy using this feature within the app but at the same time you acknowledge the people who don t need that feature and therefore gives them the option to turn it on or off however like myself there are a lot of other instagram users who are very unhappy about the removal of this feature i can strongly agree with them that it made the app a lot more interesting and exciting to use ever since the removal of this feature every time i go to use instagram it feels pretty pointless the feature connected everyone together by seeing what posts each other likes and comments on what new accounts other users have found and potentially could have interest to you as well i believe instagram will lose users if they don t reverse this removal of browsing through activity ,1,False,Em0703,Removing the Activity Feature - Bring it back!,Instagram
2022-08-19 17:41:07,it seems that i can not get onto my instagram page unfortunately since this afternoon when i posted about the really bad weather here in england uk and the high winds and everything going on and then for some reason sometime later in the afternoon about 3 30 pm i think it was it just wasn t letting me back on and still isn t even tried turning my device on and off but it s still not going through for some reason keeps going through to my page for two seconds and then flicking me off again which is really strange indeed had this problem before but it s always fixed itself a few hours later unfortunately that s not the case this time round but don t know why it s a shame as i really very much enjoy being on instagram but cannot seem to access it since later on this afternoon sunday the 20th of february 2022 shame really but i ve than that i very much enjoy instagram a whole lot my favourite feature on instagram is creating pictures for my page very cool indeed ,5,False,Me And Lucifer,I can’t seem to get onto my Instagram page,Instagram
2019-11-03 15:03:10,i ve used this app for years and most developments are improvements but i really want to see posts in my stream in the order they were posted also when searching via tags i m happy to toggle between recent and top but lately tags at the top of the recent list are in no discernible order not a game changer for some but it prevents you seeing posts in real time how about being able to see images with a combination of tags like flickr does how about allowing higher res images like flickr yeah it might be evil they might steal all your content and make money from it but hey it s a fun app a great way to learn about so many people and so much that is happening right now the filters are ok but the tools could be improved by allowing the user more control over how to edit pics but tbh i don t mind using snapseed square ready and other apps to perfect my shots to upload after about that evil intellectual property thing if you are worried about ig using your stuff it ll happen if your shots are good enough don t upload it and read the disclaimers worry more about fb and google learning about you and your connections for those who only want to save their pictures use dropbox or some other online storage ,3,False,_FastRob,Take your algorithm and...,Instagram
2018-03-01 11:06:17,so instagram has been my favourite app now for a long time i use it for both personal and business at first when the algorithm changed it was super annoying as the whole point is i m following people who i want to see posts from not a million ads and suggestions anyway eventually i got used to it but lately i ve been noticed more changed and it s just getting worse and worse majority of the posts i m seeing are from days ago and most the time from accounts i don t care to see as much showing me posts from days ago also puts me off from liking and commenting as it makes me feel like i ve been stalking through their account when in reality i ve only just seen the post this has also affected my business page too the reach is so much lower than previously despite using hashtags and occasionally sponsoring posts to try and get acknowledged but even then it s only bringing in a few hundred views if i m lucky when i used to get up in the thousands how you are expected to run a business through instagram is beyond me as each day i m losing followers thanks to the algorithm as nobody can see me post which means a loss of customers too slowly starting to consider deleting the app all together and finding a new platform with a chronological algorithm ,2,False,AshleighWilliamson96,Algorithms is horrendous,Instagram
2018-12-27 16:07:35,instagram is a wonderful place for me to browse memes and upload classy images of my good self it has become a staple within the social media world with all that being said this app would ve received four to five stars however my phone decided to update the app and much to my surprise it s an absolute travesty i know i m not going to be the only one saying this because there are people with more than four brain cells out there but do tell me what was wrong with the good old fashioned vertical scroll it is the unsung hero of modern day phones and you decide to discard it fair enough you kept it on the explore page but why ruin the home page too it s now going to take me an age to see tippitytopkek s sweet cheeks or the memeoverview s explanation on meme origins because i m now tapping like a tosser trying to find the bloody things whoever it was who proposed this idea to the instagram board room needs a good long look at themselves before they can even think about re entering today s society because of this i am only able to give the current version of this app two stars i hope this was enough to maybe give instagram it s original style back and maybe just maybe sack the delusional fool who created this new layout thank you lots of love ggeobbates x,2,False,?:(&£55&(:4(!((,Regarding the recent update,Instagram
2022-08-24 09:44:38,as an app it s alright i use it more than other apps and enjoy its features to an extent however it s new updates and changes just make the app frustrating to use for example my feed is just full of suggested posts from accounts i don t even follow rather than the people i follow and want to see posts from i m not fully sure what happened but it just feels like i m not seeing new posts when they re posted instead i m seeing them way after the fact after i ve scrolled past irrelevant content if i want to find new accounts that are suggested for me i would use the explore section also the report system seems very flawed from my experience i saw an image posted of an animal out in a very harmful stressful situation and reported it i got a response saying it would not be taken down as it did not appear to break guidelines however when i share an innocent meme referencing a tv show to my story it is taken down in seconds for showing violence etc and upon review had not been put back up there was nothing wrong with it the joke was as innocent as you could get something is seriously flawed there ,3,False,WizardOfBlackKeep,"Weird report system, stop trying to be TikTok",Instagram
2020-04-07 23:38:45,i don t have a problem with this app it s a good app to use but there are way to many hate accounts on here aimed at a person you should know who has a hate account and who doesn t and if you see that there is hate account then please report them so instagram can ban that account over the last 2 days i have seen a lot of hate accounts aimed at a bts member called jungkook for no reason at all with these types off comments it can cause him and other people who have hate account into depression and cause them to hurt themselves kpop has already been through enough as it is with loosing some famous singers and rappers because of all the hate they are receiving some and my little brother think that they can use fake accounts that are used to send these unfortunate comments where they say all this but instagram could auto ban there account and if they crest a new one ban there email that device from using instagram to stop all of this and if it s anything about people should get the disease the account should be deleted from instagram,5,False,Maddison Franklin Mitchell,I don't have a problem with the app but.......,Instagram
2018-07-16 17:06:36,i personally think that instagram is really good and inspirational because they sometimes but mostly all the time have inspiring posts and quotes to help us through our day and make sure that we are happy another reason why i think that instagram is really good is because when your bored or have nothing to do and just sat around you can look about what your friends have been posting and seeing what they have been up to that week if you don t see them allot and you can also get in touch with your friends or family or even anybody that you know when you have instagram you can also go on the search page which shows you people doing make up or anything like that but if you are a lad and you don t like to watch makeup tutorials they are loads of different things which you will know what they are by the subtitles they are described with this is one of my favourite apps to spend some of my day on it relaxes me and nourishes me i think this should have always got positive reviews on because there is nothing bad to say about it x amazing nothing bad to say lucie xoxo,5,False,lucie ❤️🥂,Instagram,Instagram
2018-05-07 17:02:38,i ve had instagram for a few months and i love it you can post whatever you want add anything to your story and add filters stickers and gifs to your photos and you can explore different accounts and bookmark like and comment on everything you find and i also like the fact u can use cute filters as well the only thing i would say is if you re under thirteen don t enter your real birthday or year of birth if it ever asks you to because if you re under thirteen it will lock you out of your account and you will pretty much lose everything this happened to me before i turned thirteen and even when it had been my birthday i couldn t go back on so i had to create a new account and start again but i m ok because i got 50 followers in about a week which is way better than my old account but it s really frustrating when you lose your account i think whatever date you ve put your birthday at when you go past that date it should let you go back into your account seeing as you ve turned thirteen but apart from that i love instagram ,5,False,Unicorny13🦄,Love Insta!! Just one warning to users,Instagram
2020-11-15 19:24:17,i ve been on instagram since it s creation and this update is the worst we ve ever seen as a content creator i m so upset and disappointed with instagram s new algorithm the insertion of sponsored posts between every other photo in the feed is horrible and makes the experience feel so intrusive and impersonal as a friend and relative to many who i ve decided to stay connected with via instagram i hate that i can t see their posts because my feed isn t chronological but based off of what instagram thinks i want to see then instagram will have the audacity to show me my least interacted with accounts but i never see their posts on my feed moving the new post button to a corner so that reels can take centre stage is also stupid we don t need tik tok in ig focus on being and doing what we all initially signed up for sharing photos with the people we chose to not shoving influencers and small businesses down our throat honestly if this doesn t change as soon as i find an alternative i m out ,5,False,Chisembele Joy,stay in your lane pls insta.,Instagram
2022-12-07 10:27:00,i ve never been so frustrated and disappointed with this app in the many years i ve had it since december 1st this app has been awful stories don t load and there s still no button to either cancel stop the story or just an option to delete if the app finds an error all while loading when the loading screen is all dark i know that i have lost that story and no it s nothing to do with my internet as following photo stories load perfectly it s been frustrating to maintain a good flow for my december vlogmas via stories also no captions for me for some reason and yes everything is ticked for it to have the caption appearing while i speak it can be read as xenophobic if certain regions are left out lives don t have the forward or rewind ability anymore nor the pause why i should have the power over how i want to re watch a live that has been saved another thing is the ability to play music in a photo post if you tag a shop for a specific product on the photo tapping on the photo will turn on off the sound but no tag placement will show up the tag button only shows the people you tagged but no correlation to the pertaining product it needs more work ,2,False,Yiannitsa,Disappointed,Instagram
2020-12-14 20:47:04,honestly i m thinking of deleting it i could spend the whole review complaining about how bad the algorithm is like everyone else or that ads are completely taking over my feed to the point that i haven t seen posts stories my friends have posted until about a week later however my main issue is a follow problem whether it s a new update or what instagram won t let any of my accounts follow people without removing the follow the next day the support team have been atrocious at getting back to me as well i have emailed in twice about this problem logged out and then back in and also deleted the app and reinstalled it however there still hasn t been an improvement the app s issue is that it s being saturated with ads and is mostly now an app to try and influence you to buy things whether it s clothes or phone accessories or whatever else it s no longer for you to post photos and the personal touch it used to have is now gone i also feel as though this review is not going to help because of the immense size of this app but anyway just don t get it it s pointless and dying better off finding some other better social media platform which will actually let you see who you follow and also actually let you follow people ,1,False,Rach28959392,Following problem and algorithm is AWFUL,Instagram
2019-12-15 08:10:52,i used to love checking instagram out and posting my own things however instagram seems to think that it s ok to infest it with adds it has been way too much recently 1 to 1 1 post 1 add seriously please give it a rest this poor people companies paying for that and no one actually stop to seem it properly and what about that algorithm conversation why am i seeing adds with cats kids bingo dog food fake nails adult diaper and so on when have i ever followed commented or searched about that before so instagram algorithm add would think that was ok to select this kind of random stuff and ruin instagram experience for me and for a lot of people i know too i have been asking around and a lot of friends can t be bothered checking instagram that often anymore i wish you guys would have an add free option if rather get a paid version than this nightmare i just don t like checking instagram out anymore which is a pity as i do like the people companies bloggers i follow i d appreciate it a lot if instagram could give it a pause on the volume of adds on my instagram please thanks,4,False,KVB74,Way too many adds please give it a rest!,Instagram
2019-06-02 10:11:02,as someone who suffers with horrible anxiety and severe depression i cannot abide by an exact rule system in order to get my content seen i will gladly use all of instagrams tools when i want to and how i want to but not when i m already overwhelmed with real life and now instagram the place i escaped to is becoming a chore of which i need to tick boxes in order for my hard work to even be seen this platform used to be an amazing environment of which i could express myself creatively how i want and when i want now it feels almost like a sick unattainable game now i need to be uploading a specific amount each day week despite being totally overwhelmed with how much i need to create or else i m punished as your employees have put it in this day and age does instagram really think they are paving the way by totally ignoring the impact instagram can have on mental health the depleting followers of your users isn t inspiring us to follow your rules it s making us feel horrible useless ignored and insignificant i feel that if this app continues to dictate what users should upload when and where that there will be a major pr disaster in terms of ignoring mental health and everyone will move to eventually an app that can allow creatives to explore their own creativity how and when they want on their own terms ,1,False,meganflock,It’s gone majorly downhill,Instagram
2019-06-04 10:33:01,when a company is so big and powerful as instagram they can do what they want even if users are disappointed with things they keep using the app as it s important for them not to lose their followers or social media status one thing of many things which upsets me as a user of this app is what many other users are not aware of instagram have forbidden hashtags yes they do have forbidden hashtags and they keep changing so there is no way that you would know until they actually shadow ban you they do let you post the forbidden hashtag without informing you that it s forbidden and then they put your account in shadows they don t even inform you that they have put your account on shadow banned mode you can only tell that your account acts less powerful and the worst thing is that you don t know for how long it will be shadow banned plus there is no support from instagram at all instagram will be old news at some point and it s only because they are to money driven and care less about individual user experience same reason that you can t see if someone has unfollowed you without using a third part app an app which instagram can recognise as a bot and put your account in a shadow banned mode good luck to the future of social media until the next new things comes ,1,False,Lowe H Seger,Could be better,Instagram
2022-11-08 05:40:24,why is nobody talking about the depressing and suicidal content being force fed to me in reels which won t go away no matter how many times i tell the algorithm that i m not interested in this type of video notifications are a complete mess in the app i have live videos notifications turned off but i still constantly receive them daily i also still get notifications about random people i haven t spoken to in years who have added to their story and i don t care and can t stop the notifications despite everything turned off on my settings i can t wait until the instagram phase is over reels are a complete disaster everything is screen recorded directly from tiktoc and slapped on here as reels the same idiots do the same on facebook reels too so you just end up seeing the same videos all the time on repeat sometimes your account gets limited and restricted for absolutely no reason at all even though you clearly aren t a spam account and post selfies of your own copyright owned images to prove it there are spam bots out there and then they block genuine users the algorithm on this app is totally messed up been using instagram for 11 years now and it s just gotten worse to the point where it s total trash ,1,False,RossMM,Completely broken mess,Instagram
